,background,justClass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,weapons,castingStat,processedRace,processedSpells,processedWeapons,levelGroup,Acrobatics,Animal Handling,Arcana,Athletics,Deception,History,Insight,Intimidation,Investigation,Medicine,Nature,Perception,Performance,Persuasion,Religion,Sleight of Hand,Stealth,Survival,castCha,castInt,castWis,castCon,castDex,castStr,simpleWeapon,martialWeapon,rangedWeapon,num_feats,num_spells,multiClass
2032,Haunted One,Fighter,1,,12,14,13,17,14,13,8,10,Athletics|Acrobatics|Arcana|Investigation|Perception,Longbow|Scimitar|Scimitar,Int,Elf,,Longbow|Scimitar|Scimitar,1-3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2033,Entertainer,Bard,4,War Caster,23,12,11,14,10,10,13,17,Acrobatics|Perception|Deception|Performance|Persuasion,Rapier|Dagger,Cha,Aasimar,Light*0|Minor Illusion*0|Friends*0|Vicious Mockery*0|Healing Word*1|Cure Wounds*1|Dissonant Whispers*1|Sleep*1|*|Heat Metal*2|Phantasmal Force*2|Lesser Restoration*2,Rapier|Dagger,4-7,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,12,0
2034,Custom,Bard,4,,31,14,8,16,14,12,8,18,Stealth|Arcana|Perception|Deception|Performance|Persuasion,Rapier|Dagger,Cha,Elf,Vicious Mockery*0|Mage Hand*0|Message*0|Healing Word*1|Dissonant Whispers*1|Disguise Self*1|Feather Fall*1|Charm Person*1|Silence*2|Suggestion*2,Rapier|Dagger,4-7,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,10,0
2035,Criminal,Rogue,1,,9,13,8,14,13,17,15,15,Sleight of Hand|Stealth|Perception|Deception|Intimidation|Persuasion,Rapier|Shortbow|Dagger,Int,Tiefling,,Rapier|Shortbow|Dagger,1-3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
2036,Folk Hero,Ranger,1,,12,15,12,19,15,15,13,17,Stealth|Nature|Animal Handling|Insight|Perception|Survival,Shortsword|Longbow,Wis,Elf,,Shortsword|Longbow,1-3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
2037,Sage,Wizard,1,,7,11,11,13,12,15,12,13,Arcana|History|Insight|Medicine,Quarterstaff,Int,Human,Fire Bolt*0|Ray of Frost*0|Prestidigitation*0|Shield*1|Magic Missile*1|Burning Hands*1|Sleep*1|Identify*1|Detect Magic*1,Quarterstaff,1-3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0
2038,Criminal,Ranger,5,Dual Wielder,53,18,8,20,16,12,12,10,Stealth|Nature|Animal Handling|Perception|Survival|Deception,Shortsword|Longbow,Wis,Tabaxi,Hunter's Mark*1|Animal Friendship*1|Zephyr Strike*1|Pass Without Trace*2,Shortsword|Longbow,4-7,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,4,0
2039,Sage,Wizard,5,,42,10,8,10,18,20,16,14,Arcana|History|Investigation|Insight,Quarterstaff,Int,Goblin,Fire Bolt*0|Mending*0|Mage Hand*0|Frostbite*0|Disguise Self*1|Burning Hands*1|Find Familiar*1|Charm Person*1|Expeditious Retreat*1|Earth Tremor*1|Ice Knife*1|Mage Armor*1|Magic Missile*1|Identify*1|Chromatic Orb*1|Grease*1|Shield*1|Invisibility*2|Web*2|Darkness*2|Misty Step*2|Detect Thoughts*2|Skywrite*2|Mirror Image*2|Phantasmal Force*2|Fireball*3,Quarterstaff,4-7,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26,0
2040,Acolyte,Paladin,6,Keen Mind,36,14,15,14,11,14,14,14,Athletics|Religion|Insight|Perception|Persuasion,Scimitar|Javelin,Cha,Elf,Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2,Scimitar|Javelin,4-7,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,4,0
2041,Custom,Bard|Rogue|Warlock,9,,66,15,13,19,14,16,15,19,Sleight of Hand|Stealth|Arcana|History|Investigation|Nature|Religion|Insight|Perception|Survival|Performance,Rapier|Dagger,Cha,Tabaxi,,Rapier|Dagger,8-11,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
2042,City Watch,Warlock,8,Spell Sniper|Observant,59,14,10,14,14,17,14,20,Athletics|Investigation|Insight|Perception|Deception,"Crossbow, light|Club|Dagger",Cha,Human,Light*0|Sacred Flame*0|Eldritch Blast*0|Prestidigitation*0|Mending*0|Guidance*0|Fire Bolt*0|Mage Hand*0|Protection from Evil and Good*1|Hex*1|Guiding Bolt*1|Cure Wounds*1,"Crossbow, Light|Club|Dagger",8-11,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,12,0
2043,Criminal,Rogue,1,,4,11,8,9,8,10,8,8,Athletics|Sleight of Hand|Stealth|Insight|Perception|Deception,Shortsword|Shortbow|Dagger,Int,Gnome,,Shortsword|Shortbow|Dagger,1-3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
2044,Folk Hero,Cleric,1,,11,18,16,12,16,9,18,6,Animal Handling|Insight|Medicine|Survival,"Warhammer|Crossbow, light",Wis,Human,Divine Favor*1|Shield of Faith*1,"Warhammer|Crossbow, Light",1-3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0
2045,Haunted One,Cleric,1,,6,18,10,16,13,15,13,8,Arcana|Investigation|Religion|Medicine|Perception,"Mace|Crossbow, light",Wis,Kenku,Chill Touch*0|Light*0|False Life*1|Ray of Sickness*1,"Mace|Crossbow, Light",1-3,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
2046,Sage,Wizard,1,,7,11,15,13,12,11,12,13,Arcana|History|Insight|Medicine,Quarterstaff,Int,Human,,Quarterstaff,1-3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2047,Far Traveler,Monk,8,Resilient,73,19,12,20,16,11,18,14,Athletics|Acrobatics|Insight|Perception|Performance,Quarterstaff|Unarmed Strike|Dart|Shortbow,Int,Human,*,Quarterstaff|Unarmed Strike|Dart|Shortbow,8-11,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
2048,Mercenary Veteran,Paladin,20,,271,20,29,20,20,18,16,20,Athletics|Insight|Intimidation|Persuasion,Handaxe|Warhammer Of Thunder And Lightning,Cha,Human,*|Command*1|Thunderous Smite*1|Searing Smite*1|Divine Favor*1|Cure Wounds*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Dominate Beast*4|Stoneskin*4|Cloudkill*5|Dominate Person*5,Handaxe|Warhammer,19-20,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,14,0
2049,Commoner,Sorcerer,1,,7,13,8,16,13,10,12,16,Sleight of Hand|Stealth|Arcana|Persuasion,Unarmed strike|Dagger,Cha,Halfling,*|Shocking Grasp*0|*|*|*|Chaos Bolt*1|Magic Missile*1|*|*|*,Unarmed Strike|Dagger,1-3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,10,0
2050,Custom,Paladin|Warlock,13,Great Weapon Master|Heavy Armor Master,114,16,21,11,16,14,14,18,Athletics|Insight|Perception|Intimidation|Persuasion,Javelin,Cha,Minotaur,Light*0|Sacred Flame*0|*|Command*1|Hold Person*2|Spiritual Weapon*2,Javelin,12-15,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,6,1
2051,Custom,Bard|Rogue|Warlock,8,Lucky,51,15,11,19,12,15,14,19,Sleight of Hand|Stealth|Arcana|History|Investigation|Nature|Religion|Insight|Perception|Performance|Persuasion,Dagger|Scimitar|Longbow|Shortsword,Cha,Tabaxi,,Dagger|Scimitar|Longbow|Shortsword,8-11,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1
2052,Folk Hero,Ranger,3,Observant,35,15,16,12,14,8,16,8,Athletics|Animal Handling|Insight|Medicine|Perception|Survival,Handaxe|Handaxe|Longbow,Wis,Human,Cure Wounds*1|Hunter's Mark*1|Beast Bond*1,Handaxe|Handaxe|Longbow,1-3,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,3,0
2053,Urchin,Monk,8,Observant,-1,20,13,20,14,11,20,11,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Deception,Sling|Dart|Unarmed strike,Int,Kenku,,Sling|Dart|Unarmed Strike,8-11,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
2054,Soldier,Barbarian,3,Tavern Brawler,30,16,16,14,16,10,10,8,Athletics|Acrobatics|Perception|Survival|Intimidation,Battleaxe|Javelin|Greataxe|Longsword|Warhammer,Int,Human,,Battleaxe|Javelin|Greataxe|Longsword|Warhammer,1-3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
2055,Urchin,Monk,7,,45,21,16,13,12,10,18,8,Athletics|Acrobatics|Sleight of Hand|Stealth|Survival,Quarterstaff|Dart|Unarmed strike,Int,Turtle,,Quarterstaff|Dart|Unarmed Strike,4-7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
2056,Far Traveler,Bard,2,Alert,15,13,8,14,13,10,13,16,Stealth|Insight|Perception|Deception|Persuasion,Rapier|Dagger,Cha,Human,*|Prestidigitation*0,Rapier|Dagger,1-3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,2,0
2057,Outlander,Bard,3,,27,12,13,13,16,10,10,15,Athletics|Sleight of Hand|Arcana|Perception|Survival|Deception|Intimidation|Performance|Persuasion,Handaxe|Dagger,Cha,Half-Elf,,Handaxe|Dagger,1-3,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2058,Folk Hero,Ranger,4,,48,14,11,18,14,10,16,10,Athletics|Nature|Animal Handling|Perception|Survival,Shortsword|Longbow,Wis,Human,Hunter's Mark*1|Longstrider*1|Fog Cloud*1,Shortsword|Longbow,4-7,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3,0
2059,Entertainer,Bard,4,,23,12,11,15,10,10,13,18,Acrobatics|Perception|Deception|Performance|Persuasion,Rapier|Dagger,Cha,Aasimar,Light*0|Minor Illusion*0|*|Vicious Mockery*0|Mage Hand*0|Healing Word*1|Sleep*1|Thunderwave*1|Hold Person*2|Lesser Restoration*2,Rapier|Dagger,4-7,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,10,0
2060,Criminal,Rogue,4,,31,14,8,18,15,11,13,12,Stealth|Investigation|Perception|Deception,Rapier|Shortsword|Dagger,Int,Elf,,Rapier|Shortsword|Dagger,4-7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
2061,Hermit,Druid,4,,38,15,15,16,14,12,12,8,Arcana|Religion|Medicine|Perception,,Wis,Halfling,,,4-7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2062,Fisher,Rogue,4,Observant,18,13,13,15,8,11,8,11,Stealth|History|Investigation|Survival|Deception|Intimidation|Persuasion,Rapier|Shortbow|Dagger,Int,Half-Orc,,Rapier|Shortbow|Dagger,4-7,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0
2063,Mercenary Veteran,Fighter,5,,24,14,19,11,14,11,7,15,Athletics|Perception|Intimidation|Persuasion,Longsword|Handaxe x2|Revenge|Cleaver|Frost Ray Eye,Int,Aasimar,Light*0,Longsword|Handaxe|||,4-7,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
2064,Hermit,Druid,4,Observant,31,14,15,15,13,12,11,10,Nature|Religion|Animal Handling|Medicine,Scimitar,Wis,Tiefling,,Scimitar,4-7,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2065,Hermit,Sorcerer,20,,202,24,12,12,20,10,11,20,Arcana|Religion|Medicine|Persuasion,"Crossbow, light|Dagger|Warhammer Of Chaos ",Cha,Dwarf,Ray of Frost*0|Frostbite*0|Mending*0|Fire Bolt*0|Prestidigitation*0|Chill Touch*0|Ice Knife*1|Chromatic Orb*1|False Life*1|Magic Missile*1|Shield*1|Snilloc's Snowball Swarm*2|Dragon's Breath*2|Lightning Bolt*3|*|Ice Storm*4|Animate Objects*5|Sunbeam*6|Prismatic Spray*7|Power Word Stun*8|Gate*9,"Crossbow, Light|Dagger|Warhammer",19-20,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,0
2066,Noble,Wizard,1,,8,13,8,17,14,16,10,8,Arcana|History|Investigation|Perception|Persuasion,Quarterstaff,Int,Elf,,Quarterstaff,1-3,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2067,Knight,Paladin,4,,36,18,18,10,14,8,10,16,Athletics|Religion|Intimidation|Persuasion,Longsword|Javelin,Cha,Aasimar,Shield of Faith*1|Bless*1|Hellish Rebuke*1|Inflict Wounds*1,Longsword|Javelin,4-7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4,0
2068,Soldier,Fighter,1,Crossbow Expert,13,14,8,16,16,8,12,13,Athletics|Acrobatics|Insight|Perception|Intimidation,"Longbow|Rapier|Crossbow, hand|Crossbow, light",Int,Human,,"Longbow|Rapier|Crossbow, hand|Crossbow, Light",1-3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
2069,Custom,Monk,7,Mobile,49,16,10,18,14,12,14,8,Athletics|Acrobatics|History|Religion|Insight,Shortsword|Dart|Unarmed strike,Int,Human,,Shortsword|Dart|Unarmed Strike,4-7,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
2070,Smuggler,Rogue,1,,7,13,12,15,12,15,10,11,Athletics|Acrobatics|Sleight of Hand|Investigation|Perception|Deception,Rapier|Shortbow|Dagger,Int,Dwarf,,Rapier|Shortbow|Dagger,1-3,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
2071,Custom,Warlock,7,,56,12,10,12,16,14,8,18,Athletics|Investigation|Insight|Perception|Deception|Intimidation,"Crossbow, light|Dagger",Cha,Half-Elf,,"Crossbow, Light|Dagger",4-7,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2072,Far Traveler,Cleric,12,,30,20,10,15,13,14,20,8,Insight|Medicine|Perception,"Crossbow, light|Dagger|Quarterstaff",Wis,Gnome,Thaumaturgy*0|Spare the Dying*0|Sacred Flame*0|Minor Illusion*0|Fog Cloud*1|Thunderwave*1|Guiding Bolt*1|Cure Wounds*1|Bane*1|Bless*1|Command*1|Create or Destroy Water*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Healing Word*1|Inflict Wounds*1|Protection from Evil and Good*1|Purify Food and Drink*1|Sanctuary*1|Shield of Faith*1|Gust of Wind*2|Shatter*2|Aid*2|Augury*2|Blindness/Deafness*2|Calm Emotions*2|Continual Flame*2|Enhance Ability*2|Find Traps*2|Gentle Repose*2|Hold Person*2|Lesser Restoration*2|Locate Object*2|Prayer of Healing*2|Protection from Poison*2|Silence*2|Spiritual Weapon*2|Warding Bond*2|Zone of Truth*2|Call Lightning*3|Sleet Storm*3|Animate Dead*3|Beacon of Hope*3|Bestow Curse*3|Clairvoyance*3|Create Food and Water*3|Daylight*3|Dispel Magic*3|Glyph of Warding*3|Magic Circle*3|Mass Healing Word*3|Meld Into Stone*3|Protection from Energy*3|Remove Curse*3|Revivify*3|Sending*3|Speak with Dead*3|Spirit Guardians*3|Tongues*3|Water Walk*3|Control Water*4|Ice Storm*4|Banishment*4|Death Ward*4|Divination*4|Freedom of Movement*4|Guardian of Faith*4|Locate Creature*4|Stone Shape*4|Destructive Wave*5|Insect Plague*5|Commune*5|Contagion*5|Dispel Evil and Good*5|Flame Strike*5|Geas*5|Greater Restoration*5|Hallow*5|Legend Lore*5|Mass Cure Wounds*5|Planar Binding*5|Raise Dead*5|Scrying*5|Blade Barrier*6|Create Undead*6|Find the Path*6|Forbiddance*6|Harm*6|Heal*6|Heroes' Feast*6|Planar Ally*6|True Seeing*6|Word of Recall*6,"Crossbow, Light|Dagger|Quarterstaff",12-15,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,94,0
2073,Hermit,Druid,6,Savage Attacker,42,16,15,16,15,16,19,12,Religion|Animal Handling|Medicine|Perception|Survival,Scimitar,Wis,Elf,Thorn Whip*0|Poison Spray*0|Produce Flame*0|Cure Wounds*1|Healing Word*1|Speak with Animals*1|Barkskin*2|Heat Metal*2|Moonbeam*2|Pass Without Trace*2|Beast Sense*2|Water Breathing*3|Wind Wall*3,Scimitar,4-7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,13,0
2074,Hermit,Druid,6,Savage Attacker,42,16,15,16,15,16,19,12,Religion|Animal Handling|Medicine|Perception|Survival,Scimitar,Wis,Elf,Thorn Whip*0|Poison Spray*0|Produce Flame*0|Cure Wounds*1|Healing Word*1|Speak with Animals*1|Barkskin*2|Heat Metal*2|Moonbeam*2|Pass Without Trace*2|Beast Sense*2|Water Breathing*3|Wind Wall*3,Scimitar,4-7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,13,0
2075,Guild Artisan,Sorcerer,8,Spell Sniper,78,10,8,10,20,17,16,17,Arcana|Religion|Insight|Persuasion,"Crossbow, light|Dagger",Cha,Gnome,Thaumaturgy*0|Ray of Frost*0|Mage Hand*0|Friends*0|Eldritch Blast*0|Word of Radiance*0|Healing Word*1|Shield*1|Find Traps*2|Suggestion*2|Misty Step*2|Lightning Bolt*3|Dispel Magic*3|Slow*3|Control Water*4|Grasping Vine*4,"Crossbow, Light|Dagger",8-11,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,16,0
2076,Entertainer,Bard,1,,10,13,10,14,14,12,16,18,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance|Persuasion,Dagger|Dagger,Cha,Kenku,,Dagger|Dagger,1-3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2077,Courtier,Sorcerer,5,,32,13,8,16,14,10,12,18,Arcana|Insight|Intimidation|Performance|Persuasion,"Crossbow, light|Dagger",Cha,Half-Elf,Fire Bolt*0|Prestidigitation*0|True Strike*0|Message*0|Mage Hand*0|Burning Hands*1|Mage Armor*1|Shield*1|Scorching Ray*2|Blindness/Deafness*2|Fireball*3,"Crossbow, Light|Dagger",4-7,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,0
2078,City Watch,Fighter,5,,44,17,16,16,15,8,12,10,Athletics|Insight|Perception|Intimidation,"Crossbow, light|Greataxe",Int,Genasi,,"Crossbow, Light|Greataxe",4-7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2079,Urchin,Ranger,7,Crossbow Expert,65,16,8,16,14,10,16,10,Sleight of Hand|Stealth|Nature|Insight|Perception|Survival,"Crossbow, Hand|Crossbow, Hand|Longsword|Shortsword",Wis,Elf,Disguise Self*1|Hunter's Mark*1|Zephyr Strike*1|Cure Wounds*1|Rope Trick*2|Healing Spirit*2|Spike Growth*2,"Crossbow, hand|Crossbow, hand|Longsword|Shortsword",4-7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,7,0
2080,Folk Hero,Warlock,20,Lucky|Observant|War Caster,200,14,12,14,14,13,16,20,Arcana|Nature|Animal Handling|Survival|Deception|Persuasion,"Crossbow, light|Quarterstaff|Dagger",Cha,Halfling,Light*0|Sacred Flame*0,"Crossbow, Light|Quarterstaff|Dagger",19-20,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3,2,0
2081,Hermit,Druid,1,,10,15,10,14,14,12,15,9,Nature|Religion|Medicine|Perception,,Wis,Dragonborn,,,1-3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2082,Smuggler,Rogue,9,,66,16,8,20,14,10,12,14,Athletics|Stealth|Insight|Perception|Deception|Persuasion,"Shortbow|Dagger|Shortsword|Crossbow, light",Int,Gnome,,"Shortbow|Dagger|Shortsword|Crossbow, Light",8-11,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
2083,Entertainer,Fighter,1,Shield Master,13,16,18,15,16,11,5,12,Athletics|Acrobatics|Perception|Intimidation|Performance,Flail|Spear|Halberd,Int,Human,,Flail|Spear|Halberd,1-3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2084,Far Traveler,Sorcerer,1,,8,13,12,17,14,14,9,17,Stealth|Arcana|Insight|Perception|Deception,"Dagger|Crossbow, Light",Cha,Tabaxi,Chill Touch*0|Blade Ward*0|Prestidigitation*0|Booming Blade*0|*|Chaos Bolt*1,"Dagger|Crossbow, Light",1-3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,6,0
2085,Criminal,Rogue,1,,10,16,9,20,14,14,14,14,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,Shortsword|Shortbow|Dagger,Int,Elf,,Shortsword|Shortbow|Dagger,1-3,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
2086,Sage,Wizard,10,,62,13,8,16,14,20,10,10,Arcana|History|Investigation|Insight|Perception,Dagger|Shortsword|Longbow,Int,Elf,Fire Bolt*0|Friends*0|Mage Hand*0|Ray of Frost*0|Prestidigitation*0|Message*0|Alarm*1|Detect Magic*1|Find Familiar*1|Fog Cloud*1|Magic Missile*1|Tasha's Hideous Laughter*1|Tenser's Floating Disk*1|Thunderwave*1|Unseen Servant*1|Levitate*2|Mirror Image*2|Shatter*2|Web*2|Counterspell*3|Fireball*3|Haste*3|Hypnotic Pattern*3|Leomund's Tiny Hut*3|Slow*3|Otiluke's Resilient Sphere*4|Polymorph*4|Wall of Fire*4|Teleportation Circle*5|Wall of Force*5,Dagger|Shortsword|Longbow,8-11,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,30,0
2087,Far Traveler,Cleric,2,,21,18,15,12,17,13,16,11,Religion|Insight|Medicine|Perception,"Warhammer|Crossbow, light",Wis,Dwarf,Sacred Flame*0|Guidance*0|Thunderwave*1|Purify Food and Drink*1|Fog Cloud*1,"Warhammer|Crossbow, Light",1-3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0
2088,Urchin,Rogue,2,,17,14,10,16,14,17,10,16,Sleight of Hand|Stealth|Investigation|Insight|Deception|Persuasion,"Shortsword|Dagger|Crossbow, light",Int,Half-Elf,Mage Hand*0,"Shortsword|Dagger|Crossbow, Light",1-3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0
2089,Urban Bounty Hunter,Ranger,3,,31,16,8,18,16,12,11,10,Athletics|Stealth|Investigation|Insight|Perception|Survival,Shortsword|Hand Crossbow,Wis,Elf,,"Shortsword|Crossbow, hand",1-3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
2090,Folk Hero,Cleric,3,,24,16,15,10,14,12,16,8,Religion|Animal Handling|Insight|Survival,Glaive|Battleaxe,Wis,Hobgoblin,Spare the Dying*0|Guidance*0|Sacred Flame*0|Resistance*0|Bane*1|False Life*1|Cure Wounds*1|Healing Word*1|Shield of Faith*1|Command*1|Gentle Repose*2|Ray of Enfeeblement*2|Prayer of Healing*2|Spiritual Weapon*2,Glaive|Battleaxe,1-3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,14,0
2091,City Watch,Rogue,3,,21,15,10,16,12,16,12,10,Athletics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Performance,"Rapier|Dagger|Crossbow, Hand",Int,Half-Elf,,"Rapier|Dagger|Crossbow, hand",1-3,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
2092,Folk Hero,Monk,3,,21,16,10,16,12,12,16,10,Acrobatics|Stealth|Animal Handling|Insight|Survival,Shortsword|Dart|Unarmed Strike|Whip,Int,Half-Elf,,Shortsword|Dart|Unarmed Strike|Whip,1-3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0
2093,Smuggler,Rogue,3,,27,15,10,16,16,12,8,14,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion,"Rapier|Handaxe|Crossbow, Hand",Int,Half-Elf,,"Rapier|Handaxe|Crossbow, hand",1-3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
2094,Mercenary Veteran,Fighter,1,,11,16,10,17,12,12,14,11,Athletics|Acrobatics|Stealth|Insight|Perception|Persuasion,"Longbow|Scimitar|Crossbow, light",Int,Kenku,,"Longbow|Scimitar|Crossbow, Light",1-3,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
